"","ASV","taxon","taxonomic_level","species","genus","family","order","class","phylum","kingdom","seq_percID","diff","top_perc"
"556","ASV218","Sebastolobus","genus","Sebastolobus alascanus","Sebastolobus","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"557","ASV218","Sebastolobus","genus","Sebastolobus altivelis","Sebastolobus","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"558","ASV219","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,0,NA
"559","ASV22","Oncorhynchus","genus","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota",99.412,0,99.412
"560","ASV22","Oncorhynchus","genus","Oncorhynchus nerka","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota",99.408,0.00400000000000489,99.412
"561","ASV220","Microstomus pacificus","species","Microstomus pacificus","Microstomus","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.817,0,NA
"562","ASV221","Microstomus pacificus","species","Microstomus pacificus","Microstomus","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,0,NA
"563","ASV222","Stenobrachius leucopsarus","species","Stenobrachius leucopsarus","Stenobrachius","Myctophidae","Myctophiformes","Actinopteri","Chordata","Eukaryota",99.419,0,NA
"564","ASV223","Microstomus pacificus","species","Microstomus pacificus","Microstomus","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,0,NA
"565","ASV224","Hippoglossus stenolepis","species","Hippoglossus stenolepis","Hippoglossus","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,0,NA
"566","ASV225","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota",99.412,0,99.412
"567","ASV226","Homo sapiens","species","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",100,0,NA
"568","ASV227","Stenobrachius leucopsarus","species","Stenobrachius leucopsarus","Stenobrachius","Myctophidae","Myctophiformes","Actinopteri","Chordata","Eukaryota",98.837,0,NA
"569","ASV228","Sebastes","genus","Sebastes aleutianus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"570","ASV228","Sebastes","genus","Sebastes alutus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"571","ASV228","Sebastes","genus","Sebastes babcocki","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"572","ASV228","Sebastes","genus","Sebastes brevispinis","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"573","ASV228","Sebastes","genus","Sebastes elongatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"574","ASV228","Sebastes","genus","Sebastes emphaeus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"575","ASV228","Sebastes","genus","Sebastes flavidus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"576","ASV228","Sebastes","genus","Sebastes helvomaculatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"577","ASV228","Sebastes","genus","Sebastes melanops","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"578","ASV228","Sebastes","genus","Sebastes miniatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"579","ASV228","Sebastes","genus","Sebastes pinniger","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"580","ASV228","Sebastes","genus","Sebastes proriger","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"581","ASV228","Sebastes","genus","Sebastes rosaceus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"582","ASV228","Sebastes","genus","Sebastes ruberrimus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"583","ASV228","Sebastes","genus","Sebastes variegatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"584","ASV228","Sebastes","genus","Sebastes wilsoni","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"585","ASV228","Sebastes","genus","Sebastes zacentrus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"586","ASV229","Sebastolobus","genus","Sebastolobus alascanus","Sebastolobus","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"587","ASV229","Sebastolobus","genus","Sebastolobus altivelis","Sebastolobus","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"588","ASV23","Sus scrofa","species","Sus scrofa","Sus","Suidae","Artiodactyla","Mammalia","Chordata","Eukaryota",100,0,NA
"589","ASV230","Sus scrofa","species","Sus scrofa","Sus","Suidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.408,0,NA
"590","ASV232","Sus scrofa","species","Sus scrofa","Sus","Suidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.412,0,NA
"591","ASV233","Bovidae","family","Bison bonasus","Bison","Bovidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.405,0,NA
"592","ASV233","Bovidae","family","Bos indicus","Bos","Bovidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.405,0,NA
"593","ASV233","Bovidae","family","Bos javanicus","Bos","Bovidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.405,0,NA
"594","ASV233","Bovidae","family","Bos primigenius","Bos","Bovidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.405,0,NA
"595","ASV233","Bovidae","family","Bos taurus","Bos","Bovidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.405,0,NA
"596","ASV234","Homo sapiens","species","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",100,0,NA
"597","ASV235","Sebastes","genus","Sebastes borealis","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"598","ASV235","Sebastes","genus","Sebastes saxicola","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"599","ASV236","Sus scrofa","species","Sus scrofa","Sus","Suidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.408,0,NA
"600","ASV237","Sebastolobus","genus","Sebastolobus alascanus","Sebastolobus","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"601","ASV237","Sebastolobus","genus","Sebastolobus altivelis","Sebastolobus","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"602","ASV238","Bovidae","family","Bison bonasus","Bison","Bovidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.405,0,NA
"603","ASV238","Bovidae","family","Bos indicus","Bos","Bovidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.405,0,NA
"604","ASV238","Bovidae","family","Bos javanicus","Bos","Bovidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.405,0,NA
"605","ASV238","Bovidae","family","Bos primigenius","Bos","Bovidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.405,0,NA
"606","ASV238","Bovidae","family","Bos taurus","Bos","Bovidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.405,0,NA
"607","ASV239","Sebastes","genus","Sebastes aleutianus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"608","ASV239","Sebastes","genus","Sebastes alutus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"609","ASV239","Sebastes","genus","Sebastes babcocki","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"610","ASV239","Sebastes","genus","Sebastes brevispinis","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"611","ASV239","Sebastes","genus","Sebastes elongatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"612","ASV239","Sebastes","genus","Sebastes emphaeus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"613","ASV239","Sebastes","genus","Sebastes flavidus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"614","ASV239","Sebastes","genus","Sebastes helvomaculatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"615","ASV239","Sebastes","genus","Sebastes melanops","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"616","ASV239","Sebastes","genus","Sebastes miniatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"617","ASV239","Sebastes","genus","Sebastes pinniger","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"618","ASV239","Sebastes","genus","Sebastes proriger","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"619","ASV239","Sebastes","genus","Sebastes rosaceus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"620","ASV239","Sebastes","genus","Sebastes ruberrimus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"621","ASV239","Sebastes","genus","Sebastes variegatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"622","ASV239","Sebastes","genus","Sebastes wilsoni","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"623","ASV239","Sebastes","genus","Sebastes zacentrus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"624","ASV24","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota",100,0,100
"625","ASV240","Thaleichthys pacificus","species","Thaleichthys pacificus","Thaleichthys","Osmeridae","Osmeriformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"626","ASV242","Sebastolobus","genus","Sebastolobus alascanus","Sebastolobus","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"627","ASV242","Sebastolobus","genus","Sebastolobus altivelis","Sebastolobus","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"628","ASV243","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota",98.824,0,98.824
"629","ASV244","Stenobrachius leucopsarus","species","Stenobrachius leucopsarus","Stenobrachius","Myctophidae","Myctophiformes","Actinopteri","Chordata","Eukaryota",98.837,0,NA
"630","ASV245","Gadus macrocephalus","species","Gadus macrocephalus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota",99.408,0,99.408
"631","ASV246","Sus scrofa","species","Sus scrofa","Sus","Suidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.408,0,NA
"632","ASV247","Homo sapiens","species","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",100,0,NA
"633","ASV248","Sebastes","genus","Sebastes aleutianus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"634","ASV248","Sebastes","genus","Sebastes alutus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"635","ASV248","Sebastes","genus","Sebastes babcocki","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"636","ASV248","Sebastes","genus","Sebastes brevispinis","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"637","ASV248","Sebastes","genus","Sebastes elongatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"638","ASV248","Sebastes","genus","Sebastes emphaeus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"639","ASV248","Sebastes","genus","Sebastes flavidus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"640","ASV248","Sebastes","genus","Sebastes helvomaculatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"641","ASV248","Sebastes","genus","Sebastes melanops","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"642","ASV248","Sebastes","genus","Sebastes miniatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"643","ASV248","Sebastes","genus","Sebastes pinniger","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"644","ASV248","Sebastes","genus","Sebastes proriger","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"645","ASV248","Sebastes","genus","Sebastes rosaceus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"646","ASV248","Sebastes","genus","Sebastes ruberrimus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"647","ASV248","Sebastes","genus","Sebastes variegatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"648","ASV248","Sebastes","genus","Sebastes wilsoni","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"649","ASV248","Sebastes","genus","Sebastes zacentrus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"650","ASV249","Sebastolobus","genus","Sebastolobus alascanus","Sebastolobus","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"651","ASV249","Sebastolobus","genus","Sebastolobus altivelis","Sebastolobus","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"652","ASV25","Oncorhynchus keta","species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota",100,0,100
"653","ASV250","Hemitripterus bolini","species","Hemitripterus bolini","Hemitripterus","Agonidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,0,NA
"654","ASV251","Thaleichthys pacificus","species","Thaleichthys pacificus","Thaleichthys","Osmeridae","Osmeriformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"655","ASV252","Sebastes","genus","Sebastes aleutianus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"656","ASV252","Sebastes","genus","Sebastes alutus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"657","ASV252","Sebastes","genus","Sebastes babcocki","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"658","ASV252","Sebastes","genus","Sebastes brevispinis","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"659","ASV252","Sebastes","genus","Sebastes elongatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"660","ASV252","Sebastes","genus","Sebastes emphaeus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"661","ASV252","Sebastes","genus","Sebastes flavidus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"662","ASV252","Sebastes","genus","Sebastes helvomaculatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"663","ASV252","Sebastes","genus","Sebastes melanops","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"664","ASV252","Sebastes","genus","Sebastes miniatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"665","ASV252","Sebastes","genus","Sebastes pinniger","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"666","ASV252","Sebastes","genus","Sebastes proriger","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"667","ASV252","Sebastes","genus","Sebastes rosaceus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"668","ASV252","Sebastes","genus","Sebastes ruberrimus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"669","ASV252","Sebastes","genus","Sebastes variegatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"670","ASV252","Sebastes","genus","Sebastes wilsoni","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"671","ASV252","Sebastes","genus","Sebastes zacentrus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"672","ASV253","Sebastolobus","genus","Sebastolobus alascanus","Sebastolobus","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"673","ASV253","Sebastolobus","genus","Sebastolobus altivelis","Sebastolobus","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"674","ASV255","Sebastes","genus","Sebastes aleutianus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"675","ASV255","Sebastes","genus","Sebastes alutus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"676","ASV255","Sebastes","genus","Sebastes babcocki","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"677","ASV255","Sebastes","genus","Sebastes brevispinis","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"678","ASV255","Sebastes","genus","Sebastes elongatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"679","ASV255","Sebastes","genus","Sebastes emphaeus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"680","ASV255","Sebastes","genus","Sebastes flavidus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"681","ASV255","Sebastes","genus","Sebastes helvomaculatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"682","ASV255","Sebastes","genus","Sebastes melanops","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"683","ASV255","Sebastes","genus","Sebastes miniatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"684","ASV255","Sebastes","genus","Sebastes pinniger","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"685","ASV255","Sebastes","genus","Sebastes proriger","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"686","ASV255","Sebastes","genus","Sebastes rosaceus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"687","ASV255","Sebastes","genus","Sebastes ruberrimus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"688","ASV255","Sebastes","genus","Sebastes variegatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"689","ASV255","Sebastes","genus","Sebastes wilsoni","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"690","ASV255","Sebastes","genus","Sebastes zacentrus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"691","ASV257","Balaenoptera physalus","species","Balaenoptera physalus","Balaenoptera","Balaenopteridae","Artiodactyla","Mammalia","Chordata","Eukaryota",100,0,NA
"692","ASV258","Bovidae","family","Bison bonasus","Bison","Bovidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.405,0,NA
"693","ASV258","Bovidae","family","Bos indicus","Bos","Bovidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.405,0,NA
"694","ASV258","Bovidae","family","Bos javanicus","Bos","Bovidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.405,0,NA
"695","ASV258","Bovidae","family","Bos primigenius","Bos","Bovidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.405,0,NA
"696","ASV258","Bovidae","family","Bos taurus","Bos","Bovidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.405,0,NA
"697","ASV259","Atheresthes","genus","Atheresthes evermanni","Atheresthes","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.83,0,NA
"698","ASV259","Atheresthes","genus","Atheresthes stomias","Atheresthes","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.83,0,NA
"699","ASV26","Poroclinus rothrocki","species","Poroclinus rothrocki","Poroclinus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,0,NA
"700","ASV260","Oncorhynchus kisutch","species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota",99.412,0,99.412
"701","ASV261","Glyptocephalus zachirus","species","Glyptocephalus zachirus","Glyptocephalus","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.817,0,NA
"702","ASV262","Sebastes","genus","Sebastes borealis","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"703","ASV262","Sebastes","genus","Sebastes saxicola","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"704","ASV263","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,0,NA
"705","ASV265","Sagamichthys abei","species","Sagamichthys abei","Sagamichthys","Platytroctidae","Alepocephaliformes","Actinopteri","Chordata","Eukaryota",98.844,0,NA
"706","ASV266","Hippoglossus stenolepis","species","Hippoglossus stenolepis","Hippoglossus","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,0,NA
"707","ASV267","Microstomus pacificus","species","Microstomus pacificus","Microstomus","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.817,0,NA
"708","ASV268","Oncorhynchus tshawytscha","species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota",99.412,0,99.412
"709","ASV269","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,0,NA
"710","ASV27","Oncorhynchus gorbuscha","species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota",100,0,100
"711","ASV270","Sebastes","genus","Sebastes borealis","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"712","ASV270","Sebastes","genus","Sebastes saxicola","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"713","ASV271","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,0,NA
"714","ASV272","Felis catus","species","Felis catus","Felis","Felidae","Carnivora","Mammalia","Chordata","Eukaryota",100,0,NA
"715","ASV273","Mallotus villosus","species","Mallotus villosus","Mallotus","Salangidae","Osmeriformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"716","ASV274","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota",99.412,0,99.412
"717","ASV275","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota",99.412,0,99.412
"718","ASV276","Balaenoptera physalus","species","Balaenoptera physalus","Balaenoptera","Balaenopteridae","Artiodactyla","Mammalia","Chordata","Eukaryota",100,0,NA
"719","ASV277","Sebastolobus","genus","Sebastolobus alascanus","Sebastolobus","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"720","ASV277","Sebastolobus","genus","Sebastolobus altivelis","Sebastolobus","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"721","ASV278","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,0,NA
"722","ASV279","Stenobrachius leucopsarus","species","Stenobrachius leucopsarus","Stenobrachius","Myctophidae","Myctophiformes","Actinopteri","Chordata","Eukaryota",99.419,0,NA
"723","ASV28","Hippoglossoides elassodon","species","Hippoglossoides elassodon","Hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",100,0,NA
"724","ASV280","Sebastolobus","genus","Sebastolobus alascanus","Sebastolobus","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.81,0,NA
"725","ASV280","Sebastolobus","genus","Sebastolobus altivelis","Sebastolobus","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.81,0,NA
"726","ASV281","Hemitripterus bolini","species","Hemitripterus bolini","Hemitripterus","Agonidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,0,NA
"727","ASV282","Sebastes","genus","Sebastes borealis","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"728","ASV282","Sebastes","genus","Sebastes saxicola","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,0,NA
"729","ASV283","Hemitripterus bolini","species","Hemitripterus bolini","Hemitripterus","Agonidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.817,0,NA
"730","ASV284","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",98.837,0,NA
"731","ASV285","Gadus macrocephalus","species","Gadus macrocephalus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota",98.817,0,98.817
"732","ASV286","Pleuronectidae","family","Isopsetta isolepis","Isopsetta","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,0,NA
"733","ASV286","Pleuronectidae","family","Parophrys vetulus","Parophrys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,0,NA
"734","ASV286","Pleuronectidae","family","Psettichthys melanostictus","Psettichthys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,0,NA
"735","ASV287","Sebastes","genus","Sebastes aleutianus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.81,0,NA
"736","ASV287","Sebastes","genus","Sebastes alutus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.81,0,NA
"737","ASV287","Sebastes","genus","Sebastes babcocki","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.81,0,NA
